Car Company,Model name,year,fuel,seats,x change
Maruti,Maruti Alto 800 LX,2013,Petrol,5.0,796
Tata,Tata Indigo LS,2008,Diesel,5.0,1405
Nissan,Nissan Terrano XL 110 PS,2016,Diesel,5.0,1461
Hyundai,Hyundai EON Era Plus Sports Edition,2017,Petrol,5.0,814
Tata,Tata New Safari DICOR 2.2 VX 4x2,2011,Diesel,7.0,2179
Mahindra,Mahindra Scorpio 2.6 Turbo 9 Str,2006,Diesel,9.0,2609
Tata,Tata Indica Vista Terra 1.4 TDI,2010,Diesel,5.0,1405
Renault,Renault KWID RXT Optional,2018,Petrol,5.0,799
Mahindra,Mahindra Bolero 2011-2019 SLE,2012,Diesel,7.0,2523
Maruti,Maruti Ignis 1.2 Delta BSIV,2019,Petrol,5.0,1197
Tata,Tata Sumo EX 10/7 Str BSIII,2012,Diesel,10.0,1948
Tata,Tata Hexa XM,2017,Diesel,7.0,2179
Mahindra,Mahindra KUV 100 mFALCON D75 K8,2016,Diesel,6.0,1198
Mahindra,Mahindra TUV 300 T8,2016,Diesel,7.0,1493
Mahindra,Mahindra Bolero 2011-2019 DI - AC BS III,2016,Diesel,9.0,2523
Mahindra,Mahindra XUV500 W10 2WD,2015,Diesel,7.0,2179
Maruti,Maruti Alto 800 LXI,2012,Petrol,5.0,796
Maruti,Maruti Alto LXi,2011,Petrol,5.0,796
Mahindra,Mahindra Xylo D2,2010,Diesel,8.0,2489
Chevrolet,Chevrolet Optra Magnum 2.0 LT BS3,2008,Diesel,5.0,1991
Maruti,Maruti Alto 800 LXI,2015,Petrol,5.0,796
Tata,Tata Manza Aura Quadrajet BS IV,2012,Diesel,5.0,1248
Datsun,Datsun GO T BSIV,2015,Petrol,5.0,1198
Fiat,Fiat Grande Punto EVO 1.3 Dynamic,2015,Diesel,5.0,1248
Maruti,Maruti Swift Dzire VXi,2008,Petrol,5.0,1298
Hyundai,Hyundai EON Sportz,2011,Petrol,5.0,814
Maruti,Maruti Swift Dzire VXI,2015,Petrol,5.0,1197
Mahindra,Mahindra Bolero XL 10 Seater Non AC,2007,Diesel,7.0,2523
Hyundai,Hyundai Elantra CRDi SX,2015,Diesel,5.0,1582
Tata,Tata Sumo EX BS IV,2012,Diesel,,nan
Mahindra,Mahindra XUV500 W9 2WD,2018,Diesel,7.0,2179
Maruti,Maruti Baleno Delta 1.3,2015,Diesel,5.0,1248
Maruti,Maruti Wagon R LXI DUO BSIII,2008,LPG,5.0,1061
Audi,Audi A3 35 TDI Premium Plus,2017,Diesel,5.0,1968
Maruti,Maruti Ritz VDi,2016,Diesel,5.0,1248
Hyundai,Hyundai Grand i10 1.2 CRDi Asta,2018,Diesel,5.0,1186
Maruti,Maruti Wagon R VXI BS IV,2011,Petrol,5.0,998
Hyundai,Hyundai Santro GS zipDrive - Euro I,2002,Petrol,,nan
Maruti,Maruti 800 Std BSII,2004,Petrol,4.0,796
Mahindra,Mahindra Scorpio VLS AT 2.2 mHAWK,2012,Diesel,8.0,2179
Maruti,Maruti Wagon R VXI Optional,2016,Petrol,5.0,998
Toyota,Toyota Innova 2.5 VX 7 STR,2012,Diesel,7.0,2494
Mahindra,Mahindra Bolero 2011-2019 SLE,2012,Diesel,7.0,2523
Maruti,Maruti Alto LXi,2010,Petrol,5.0,796
Maruti,Maruti Swift Dzire LDi,2010,Diesel,5.0,1248
Honda,Honda City 1.5 V Inspire,2010,Petrol,5.0,1497
Chevrolet,Chevrolet Spark 1.0 LS,2009,Petrol,5.0,995
Hyundai,Hyundai EON Magna Plus,2012,Petrol,5.0,814
Maruti,Maruti Swift VDI BSIV W ABS,2011,Diesel,,nan
Nissan,Nissan Sunny Diesel XL,2014,Diesel,5.0,1461
Mahindra,Mahindra XUV500 W6 2WD,2011,Diesel,7.0,2179
Renault,Renault Duster 85PS Diesel RxL,2015,Diesel,5.0,1461
Maruti,Maruti Ciaz Delta BSIV,2018,Petrol,5.0,1462
Audi,Audi Q5 3.0 TDI Quattro,2014,Diesel,5.0,2967
Hyundai,Hyundai i20 1.2 Asta,2018,Petrol,5.0,1197
Audi,Audi Q7 3.0 TDI Quattro,2014,Diesel,7.0,2967
Mahindra,Mahindra Scorpio S3 9 Seater BSIV,2018,Diesel,7.0,2523
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,2013,Diesel,5.0,1199
Honda,Honda Accord V6 AT,2005,Petrol,5.0,2997
Audi,Audi Q7 3.0 TDI Quattro Premium Plus,2012,Diesel,7.0,2967
Maruti,Maruti Vitara Brezza VDi,2017,Diesel,5.0,1248
Land,Land Rover Freelander 2 TD4 HSE,2013,Diesel,5.0,2179
Honda,Honda Amaze V Petrol BSIV,2018,Petrol,5.0,1199
Volkswagen,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2018,Petrol,5.0,999
Daewoo,Daewoo Matiz SS,2000,Petrol,5.0,796
Datsun,Datsun GO T BSIV,2016,Petrol,5.0,1198
Ford,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,Diesel,5.0,1498
Hyundai,Hyundai Creta 1.6 CRDi SX Option,2015,Diesel,5.0,1582
Renault,Renault Duster 110PS Diesel RxL,2013,Diesel,5.0,1461
Maruti,Maruti Zen LXI,2001,Petrol,5.0,993
Maruti,Maruti Swift VDI,2012,Diesel,5.0,1248
Maruti,Maruti Wagon R Stingray VXI,2014,Petrol,5.0,998
Maruti,Maruti SX4 ZXI AT,2009,Petrol,5.0,1586
Tata,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,Diesel,,nan
Chevrolet,Chevrolet Spark 1.0,2010,Petrol,5.0,995
Maruti,Maruti Wagon R VXI Minor,2010,Petrol,5.0,1061
Hyundai,Hyundai Xcent 1.1 CRDi SX,2016,Diesel,5.0,1120
Chevrolet,Chevrolet Beat LT,2015,Petrol,5.0,1199
Honda,Honda City i-DTEC VX,2017,Diesel,5.0,1498
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,Diesel,8.0,2494
Hyundai,Hyundai i20 1.2 Spotz,2018,Petrol,5.0,1197
Maruti,Maruti Baleno Zeta 1.3,2017,Diesel,5.0,1248
Hyundai,Hyundai Grand i10 Sportz,2016,Petrol,5.0,1197
Maruti,Maruti Celerio X ZXI BSIV,2019,Petrol,5.0,998
Datsun,Datsun GO Plus T,2017,Petrol,7.0,1198
Tata,Tata Zest Quadrajet 1.3 XM,2016,Diesel,5.0,1248
Maruti,Maruti Alto K10 2010-2014 VXI,2012,Petrol,5.0,998
Maruti,Maruti Swift VDI,2012,Diesel,5.0,1248
Maruti,Maruti Swift VXI 2018,2018,Petrol,5.0,1197
Mahindra,Mahindra Scorpio 1.99 S6 Plus,2016,Diesel,7.0,1997
Maruti,Maruti Wagon R LXI DUO BSIII,2010,LPG,5.0,1061
Maruti,Maruti Zen LXI,2005,Petrol,5.0,993
Mahindra,Mahindra Xylo E8 ABS Airbag,2010,Diesel,7.0,2498
Mahindra,Mahindra Scorpio LX,2013,Diesel,9.0,2179
Tata,Tata New Safari DICOR 2.2 LX 4x2,2007,Diesel,7.0,2179
Maruti,Maruti Vitara Brezza ZDi,2017,Diesel,5.0,1248
Mahindra,Mahindra Bolero 2011-2019 SLX,2015,Diesel,7.0,2523
Tata,Tata Tiago 1.2 Revotron XZ,2017,Petrol,5.0,1199
Maruti,Maruti Swift VDI,2011,Diesel,5.0,1248
Maruti,Maruti Swift Dzire VDi,2012,Diesel,5.0,1248
Hyundai,Hyundai i10 Era 1.1,2010,Petrol,5.0,1086
Honda,Honda Amaze VX i-DTEC,2016,Diesel,5.0,1498
Maruti,Maruti Vitara Brezza ZDi Plus,2016,Diesel,5.0,1248
Maruti,Maruti Alto 800 LXI,2013,Petrol,5.0,796
Maruti,Maruti Wagon R LXI Minor,2009,Petrol,5.0,1061
Mahindra,Mahindra Bolero 2011-2019 SLE,2014,Diesel,7.0,2523
Maruti,Maruti Swift VDI,2012,Diesel,5.0,1248
Maruti,Maruti Alto LXi,2008,Petrol,5.0,796
Honda,Honda City 1.5 S MT,2009,Petrol,5.0,1497
Mahindra,Mahindra Bolero Power Plus SLX,2017,Diesel,7.0,1493
Mahindra,Mahindra Bolero 2011-2019 SLX,2014,Diesel,7.0,2523
Honda,Honda City E,2012,Petrol,5.0,1497
Tata,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,Diesel,,nan
Maruti,Maruti Celerio VXI,2016,Petrol,5.0,998
Maruti,Maruti Alto K10 LXI,2012,Petrol,5.0,998
Hyundai,Hyundai Verna VTVT 1.6 SX,2018,Petrol,5.0,1591
Maruti,Maruti Alto 800 VXI,2016,Petrol,5.0,796
Renault,Renault KWID RXL,2016,Petrol,5.0,799
Maruti,Maruti Alto 800 LXI,2012,Petrol,5.0,796
Chevrolet,Chevrolet Aveo 1.4 LS,2011,Petrol,5.0,1399
Hyundai,Hyundai i20 Sportz Option 1.4 CRDi,2016,Diesel,5.0,1396
Tata,Tata Indica Vista TDI LS,2011,Diesel,5.0,1405
Ford,Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,Petrol,5.0,1497
Fiat,Fiat Grande Punto Active (Diesel),2013,Diesel,5.0,1248
Maruti,Maruti Baleno Delta 1.2,2017,Petrol,5.0,1197
Hyundai,Hyundai Xcent 1.2 Kappa SX Option,2017,Petrol,5.0,1197
Tata,Tata Aria Pure LX 4x2,2014,Diesel,7.0,2179
Tata,Tata Tigor 1.05 Revotorq XM,2018,Diesel,5.0,1047
Mahindra,Mahindra Xylo D2,2010,Diesel,8.0,2489
Hyundai,Hyundai EON Magna Plus,2018,Petrol,5.0,814
Maruti,Maruti Baleno Delta 1.2,2018,Petrol,5.0,1197
Maruti,Maruti Ciaz 1.4 Alpha,2018,Petrol,5.0,1373
Hyundai,Hyundai Verna VTVT 1.6 SX,2017,Petrol,5.0,1591
Maruti,Maruti Swift VDI,2013,Diesel,5.0,1248
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Option,2018,Petrol,5.0,1197
Maruti,Maruti Swift Dzire VDi,2012,Diesel,5.0,1248
Hyundai,Hyundai Xcent 1.2 Kappa AT SX Option,2015,Petrol,5.0,1197
Hyundai,Hyundai Verna VTVT 1.6 SX,2017,Petrol,5.0,1591
Maruti,Maruti Alto 800 VXI,2017,Petrol,5.0,796
Maruti,Maruti Ciaz VDi Plus SHVS,2016,Diesel,5.0,1248
Tata,Tata Nexon 1.5 Revotorq XZ Plus,2018,Diesel,5.0,1497
Hyundai,Hyundai Verna 1.6 VTVT S Option,2015,Petrol,5.0,1591
Ford,Ford EcoSport 1.5 Petrol Trend BSIV,2017,Petrol,5.0,1497
Maruti,Maruti Alto K10 VXI,2015,Petrol,5.0,998
Mahindra,Mahindra XUV300 W6 Diesel BSIV,2019,Diesel,5.0,1497
Maruti,Maruti Wagon R VXI Plus Optional,2017,Petrol,5.0,998
Hyundai,Hyundai i20 1.4 Magna AT,2018,Petrol,5.0,1368
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,Diesel,8.0,2494
Mahindra,Mahindra Verito 1.5 D4 BSIV,2012,Diesel,5.0,1461
Tata,Tata Indigo CR4,2012,Diesel,5.0,1396
Maruti,Maruti Dzire VXI,2020,Petrol,5.0,1197
Volkswagen,Volkswagen Vento IPL II Diesel Trendline,2011,Diesel,5.0,1598
Hyundai,Hyundai Verna Transform CRDi VGT SX ABS,2011,Diesel,5.0,1493
Hyundai,Hyundai Creta 1.6 SX Automatic,2018,Petrol,5.0,1591
Mahindra,Mahindra Verito 1.5 D4 BSIV,2014,Diesel,5.0,1461
Skoda,Skoda Rapid 1.6 MPI Ambition BSIV,2019,Petrol,5.0,1598
Maruti,Maruti Swift Dzire Tour LDI,2013,Diesel,5.0,1248
Maruti,Maruti 800 AC,2006,Petrol,4.0,796
Mahindra,Mahindra XUV500 W10 2WD,2016,Diesel,7.0,2179
Tata,Tata New Safari DICOR 2.2 VX 4x4,2009,Diesel,7.0,2179
Tata,Tata Indica Vista TDI LX,2014,Diesel,5.0,1405
Tata,Tata Indigo LX,2005,Diesel,5.0,1405
Tata,Tata New Safari DICOR 2.2 EX 4x2,2011,Diesel,7.0,2179
Ford,Ford Ikon 1.3 CLXi,2003,Petrol,5.0,1299
Volkswagen,Volkswagen Jetta 2.0L TDI Highline AT,2011,Diesel,5.0,1968
Chevrolet,Chevrolet Aveo U-VA 1.2 LS,2008,Petrol,5.0,1150
Maruti,Maruti Omni E MPI STD BS IV,2017,Petrol,8.0,796
Hyundai,Hyundai i20 1.2 Asta,2011,Petrol,5.0,1197
Maruti,Maruti Alto 800 LXI,2015,Petrol,5.0,796
Hyundai,Hyundai Getz GLS,2005,Petrol,5.0,1341
Chevrolet,Chevrolet Sail 1.2 LS ABS,2015,Petrol,5.0,1199
Maruti,Maruti Ritz VXi,2009,Petrol,5.0,1197
Maruti,Maruti Swift VXI,2018,Petrol,5.0,1197
Mahindra,Mahindra Bolero 2011-2019 SLX,2013,Diesel,7.0,2523
Maruti,Maruti Ritz VXi (ABS) BS IV,2010,Petrol,5.0,1197
Hyundai,Hyundai Verna 1.4 CRDi,2015,Diesel,5.0,1396
Maruti,Maruti Alto LXi,2011,Petrol,5.0,796
Hyundai,Hyundai Santro Xing GL PLUS CNG,2007,CNG,,nan
Maruti,Maruti 800 AC,2011,Petrol,4.0,796
Renault,Renault KWID RXT,2016,Petrol,5.0,799
Maruti,Maruti 800 AC,2007,Petrol,4.0,796
Hyundai,Hyundai i20 Magna,2010,Petrol,5.0,1197
Maruti,Maruti Swift VDI BSIV,2009,Diesel,,nan
Hyundai,Hyundai i20 Sportz 1.4 CRDi,2015,Diesel,5.0,1396
Tata,Tata Indigo eCS GLS,2013,Petrol,5.0,1193
Hyundai,Hyundai Xcent 1.1 CRDi S Option,2015,Diesel,5.0,1120
Ford,Ford Figo Diesel Celebration Edition,2013,Diesel,5.0,1399
Renault,Renault Duster 110PS Diesel RxZ,2014,Diesel,5.0,1461
Chevrolet,Chevrolet Spark 1.0 LT,2011,Petrol,5.0,995
Tata,Tata Nano CX,2013,Petrol,4.0,624
Maruti,Maruti Alto 800 LXI,2016,Petrol,5.0,796
Maruti,Maruti Swift VDI BSIV,2010,Diesel,,nan
Maruti,Maruti Vitara Brezza VDi Option,2017,Diesel,5.0,1248
Maruti,Maruti Wagon R VXI BS IV,2017,Petrol,5.0,998
Hyundai,Hyundai Grand i10 Sportz Celebration Edition,2016,Petrol,5.0,1197
Toyota,Toyota Qualis GS G1,2003,Diesel,,nan
Mahindra,Mahindra Bolero SLE,2010,Diesel,7.0,2523
Toyota,Toyota Etios Liva G,2011,Petrol,,nan
Volkswagen,Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,2018,Petrol,5.0,1199
Ford,Ford Ikon 1.4 TDCi DuraTorq,2009,Diesel,5.0,1399
Maruti,Maruti Omni 8 Seater BSII,2010,Petrol,8.0,796
Maruti,Maruti Swift VDI BSIV,2007,Diesel,5.0,1248
Tata,Tata Indica Vista TDI LS,2013,Diesel,5.0,1405
Maruti,Maruti Wagon R LX,2006,Petrol,5.0,998
Chevrolet,Chevrolet Beat LT,2012,Petrol,5.0,1199
Mahindra,Mahindra Bolero SLE BSIII,2011,Diesel,7.0,2523
Maruti,Maruti SX4 ZXI AT Leather,2010,Petrol,5.0,1586
Tata,Tata Nexon 1.2 Revotron XM,2018,Petrol,5.0,1198
Hyundai,Hyundai i20 Sportz Option 1.2,2015,Petrol,5.0,1197
Toyota,Toyota Etios V,2011,Petrol,,nan
Maruti,Maruti Alto LX,2006,Petrol,5.0,796
Maruti,Maruti Alto K10 VXI,2015,Petrol,5.0,998
Hyundai,Hyundai Accent Executive,2011,Petrol,5.0,1495
Maruti,Maruti SX4 Zxi BSIII,2010,Petrol,5.0,1586
Maruti,Maruti Wagon R VXI,2006,Petrol,5.0,998
Maruti,Maruti Omni E 8 Str STD,2005,Petrol,,nan
Mahindra,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,Diesel,7.0,1493
Mahindra,Mahindra Scorpio 2.6 CRDe,2005,Diesel,8.0,2179
Tata,Tata Safari DICOR 2.2 EX 4x2,2011,Diesel,7.0,2179
Maruti,Maruti Ignis 1.2 Zeta BSIV,2019,Petrol,5.0,1197
Maruti,Maruti Alto K10 2010-2014 VXI,2012,Petrol,5.0,998
Mahindra,Mahindra Bolero 2011-2019 ZLX,2013,Diesel,7.0,2523
Honda,Honda Jazz VX CVT,2019,Petrol,5.0,1199
Volkswagen,Volkswagen Vento 1.5 TDI Highline,2017,Diesel,5.0,1498
Honda,Honda Jazz 1.2 V i VTEC,2017,Petrol,5.0,1199
Honda,Honda Jazz 1.5 VX i DTEC,2016,Diesel,5.0,1498
Hyundai,Hyundai EON Era Plus,2016,Petrol,5.0,814
Volkswagen,Volkswagen Polo 1.5 TDI Comfortline,2016,Diesel,5.0,1498
Maruti,Maruti Swift Ldi BSIII,2007,Diesel,5.0,1248
Mahindra,Mahindra Quanto C4,2013,Diesel,7.0,1493
Chevrolet,Chevrolet Beat Diesel LT,2014,Diesel,5.0,936
Ford,Ford Figo Petrol Titanium,2010,Petrol,5.0,1196
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,2016,Diesel,8.0,2494
Maruti,Maruti Wagon R VXI 1.2,2019,Petrol,5.0,1197
Hyundai,Hyundai i10 Sportz,2009,Petrol,5.0,1197
Maruti,Maruti Ertiga VDI,2013,Diesel,7.0,1248
Maruti,Maruti Wagon R CNG LXI,2013,CNG,5.0,998
Maruti,Maruti Zen LXi - BS III,2005,Petrol,5.0,993
Maruti,Maruti SX4 Zxi with Leather BSIII,2008,Petrol,5.0,1586
Honda,Honda Brio Exclusive Edition,2014,Petrol,5.0,1198
Maruti,Maruti Swift VDI,2013,Diesel,5.0,1248
Hyundai,Hyundai Grand i10 AT Asta,2015,Petrol,5.0,1197
Tata,Tata Indica V2 eLX,2012,Diesel,5.0,1396
Hyundai,Hyundai EON Era Plus,2017,Petrol,5.0,814
Hyundai,Hyundai i20 1.2 Sportz,2012,Petrol,5.0,1197
Hyundai,Hyundai i20 1.2 Sportz,2011,Petrol,5.0,1197
Fiat,Fiat Linea 1.3 Active,2011,Diesel,5.0,1248
Maruti,Maruti 800 Std,2006,Petrol,4.0,796
Maruti,Maruti Ertiga VXI Petrol,2018,Petrol,7.0,1462
Maruti,Maruti Celerio X ZXI,2020,Petrol,5.0,998
Maruti,Maruti Wagon R LXI BS IV,2016,Petrol,5.0,998
Maruti,Maruti Omni 5 Str STD,1998,Petrol,5.0,796
Mahindra,Mahindra Scorpio S2 7 Seater,2017,Diesel,7.0,2523
Hyundai,Hyundai Santro Xing XG,2004,Petrol,,nan
Chevrolet,Chevrolet Spark 1.0 LS,2007,Petrol,5.0,995
Chevrolet,Chevrolet Tavera Neo 3 10 Seats BSIII,2014,Diesel,10.0,2499
Maruti,Maruti Alto LX,2007,Petrol,5.0,796
Hyundai,Hyundai Accent GLE,2005,Petrol,5.0,1495
Tata,Tata Indigo CS eLX BS IV,2012,Diesel,5.0,1396
Tata,Tata Indigo CS eLS BS IV,2012,Diesel,5.0,1396
Tata,Tata Indigo eCS LX BSIV,2012,Diesel,5.0,1396
Maruti,Maruti Swift Dzire VXi,2009,Petrol,5.0,1298
Hyundai,Hyundai Creta 1.4 E Plus,2018,Diesel,5.0,1396
Tata,Tata Indigo eCS LX BSIV,2011,Diesel,5.0,1396
Maruti,Maruti Zen LX,1999,Petrol,5.0,993
Honda,Honda Amaze S i-Dtech,2013,Diesel,5.0,1498
Hyundai,Hyundai i10 Magna,2008,Petrol,5.0,1197
Maruti,Maruti Swift Vdi BSIII,2008,Diesel,5.0,1248
Hyundai,Hyundai i20 Active 1.2 S,2015,Petrol,5.0,1197
Hyundai,Hyundai i20 1.2 Magna,2011,Petrol,5.0,1197
Hyundai,Hyundai i20 Asta 1.2,2013,Petrol,5.0,1197
Hyundai,Hyundai Elantra SX,2013,Petrol,5.0,1797
Hyundai,Hyundai Grand i10 Sportz,2016,Petrol,5.0,1197
Maruti,Maruti Alto LXi,2011,Petrol,5.0,796
Maruti,Maruti Alto LX,2010,Petrol,5.0,796
Tata,Tata Tiago 1.2 Revotron XZ,2019,Petrol,5.0,1199
Maruti,Maruti Alto 800 LXI,2015,Petrol,5.0,796
Maruti,Maruti Swift Dzire VDI,2018,Diesel,5.0,1248
Maruti,Maruti Swift Dzire ZXI,2015,Petrol,5.0,1197
Maruti,Maruti Swift ZXI Plus,2018,Petrol,5.0,1197
Maruti,Maruti Swift VDI BSIV,2011,Diesel,,nan
Renault,Renault KWID RXT Optional,2016,Petrol,5.0,799
Hyundai,Hyundai i10 Era,2011,Petrol,5.0,1086
Ford,Ford Freestyle Titanium Diesel BSIV,2019,Diesel,5.0,1498
Chevrolet,Chevrolet Spark 1.0 LT,2010,Petrol,5.0,995
Renault,Renault KWID RXT,2015,Petrol,5.0,799
Hyundai,Hyundai i20 Sportz 1.2,2013,Petrol,5.0,1197
Hyundai,Hyundai Verna 1.4 CX,2013,Diesel,5.0,1396
Maruti,Maruti Wagon R PRIMEA,2006,Petrol,5.0,998
Mahindra,Mahindra Xylo D4 BSIV,2012,Diesel,8.0,2498
Hyundai,Hyundai Santro Xing (Non-AC),2010,Petrol,5.0,1086
Mahindra,Mahindra Bolero 2011-2019 SLX,2012,Diesel,7.0,2523
Maruti,Maruti Swift VXI,2019,Petrol,5.0,1197
Ford,Ford Ecosport 1.5 DV5 MT Trend,2016,Diesel,5.0,1498
Ford,Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,Diesel,5.0,1498
Nissan,Nissan Kicks XL BSIV,2019,Petrol,5.0,1498
Ford,Ford Figo Diesel Titanium,2012,Diesel,5.0,1399
Ford,Ford Figo 1.5D Trend MT,2017,Diesel,5.0,1498
Maruti,Maruti Swift Dzire AMT VXI,2017,Petrol,5.0,1197
Ford,Ford Figo Diesel EXI Option,2012,Diesel,5.0,1399
Maruti,Maruti Wagon R LXI BS IV,2012,Petrol,5.0,998
Ford,Ford Freestyle Trend Diesel,2018,Diesel,5.0,1499
Ford,Ford Figo Aspire 1.5 TDCi Trend,2015,Diesel,5.0,1498
Renault,Renault Duster 85PS Diesel RxE Adventure,2015,Diesel,5.0,1461
Maruti,Maruti Ritz VXi,2013,Petrol,5.0,1197
Hyundai,Hyundai Grand i10 CRDi Sportz,2014,Diesel,5.0,1120
Maruti,Maruti Ritz LDi,2012,Diesel,5.0,1248
Tata,Tata Safari DICOR 2.2 EX 4x2,2017,Diesel,7.0,2179
Hyundai,Hyundai Verna CRDi SX,2008,Diesel,5.0,1493
Maruti,Maruti Swift VDI BSIV,2014,Diesel,5.0,1248
Fiat,Fiat Punto 1.3 Emotion,2010,Diesel,,nan
Hyundai,Hyundai Xcent 1.1 CRDi S,2014,Diesel,5.0,1120
Toyota,Toyota Etios GD,2012,Diesel,,nan
Maruti,Maruti Ertiga SHVS VDI,2018,Diesel,7.0,1248
Maruti,Maruti Swift Dzire VDI,2013,Diesel,5.0,1248
Tata,Tata Tigor 1.2 Revotron XZ Option,2017,Petrol,5.0,1199
Tata,Tata Indica Vista TDI LX,2014,Diesel,5.0,1405
Ford,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,Petrol,5.0,1196
Maruti,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,Diesel,5.0,1248
Mahindra,Mahindra Quanto C6,2012,Diesel,7.0,1493
Toyota,Toyota Etios Cross 1.2L G,2015,Petrol,5.0,1197
Mahindra,Mahindra Scorpio S7 120,2018,Diesel,7.0,2179
Mahindra,Mahindra TUV 300 T8,2016,Diesel,7.0,1493
Chevrolet,Chevrolet Optra Magnum 2.0 LS,2011,Diesel,5.0,1991
Hyundai,Hyundai Santa Fe 4X4,2011,Diesel,7.0,2199
Ford,Ford Aspire Trend Diesel BSIV,2018,Diesel,5.0,1498
Toyota,Toyota Innova 2.5 V Diesel 8-seater,2006,Diesel,8.0,2494
Honda,Honda Brio V MT,2012,Petrol,5.0,1198
Tata,Tata Tiago 1.2 Revotron XZ,2017,Petrol,5.0,1199
Hyundai,Hyundai Creta 1.6 VTVT E Plus,2016,Petrol,5.0,1591
Hyundai,Hyundai i10 Sportz 1.1L,2010,Petrol,5.0,1086
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,Diesel,8.0,2494
Honda,Honda City i DTEC SV,2014,Diesel,5.0,1498
Hyundai,Hyundai EON Era Plus,2014,Petrol,5.0,814
Chevrolet,Chevrolet Sail Hatchback Petrol LS ABS,2013,Petrol,5.0,1199
Hyundai,Hyundai i10 Sportz,2010,Petrol,5.0,1197
Maruti,Maruti Baleno LXI,2005,Petrol,5.0,1590
Chevrolet,Chevrolet Captiva 2.2 LTZ AWD,2012,Diesel,7.0,2231
Tata,Tata Bolt Quadrajet XE,2019,Diesel,5.0,1248
Honda,Honda City i VTEC V,2015,Petrol,5.0,1497
Mahindra,Mahindra XUV500 W8 2WD,2012,Diesel,7.0,2179
Hyundai,Hyundai i20 1.2 Asta Dual Tone,2018,Petrol,5.0,1197
Ford,Ford Figo Aspire 1.2 Ti-VCT Sports Edition,2017,Petrol,5.0,1196
Hyundai,Hyundai Verna 1.6 SX,2012,Diesel,5.0,1582
Datsun,Datsun RediGO 1.0 T Option,2019,Petrol,5.0,999
Ford,Ford Ikon 1.6 Nxt,2009,Petrol,5.0,1597
Tata,Tata Nano LX,2015,Petrol,4.0,624
Honda,Honda City 2017-2020 GXi,2006,Petrol,5.0,1497
Maruti,Maruti 800 DX,1997,Petrol,4.0,796
Hyundai,Hyundai Verna 1.6 Xi ABS,2006,Petrol,5.0,1599
Hyundai,Hyundai Creta 1.6 CRDi SX,2015,Diesel,5.0,1582
Tata,Tata Tiago 1.2 Revotron XM,2018,Petrol,5.0,1199
Ford,Ford Fiesta Diesel Style,2012,Diesel,5.0,1498
Tata,Tata Tiago 1.2 Revotron XM,2018,Petrol,5.0,1199
Maruti,Maruti Alto 800 VXI,2013,Petrol,5.0,796
Chevrolet,Chevrolet Spark 1.0,2008,Petrol,5.0,995
Maruti,Maruti Ertiga SHVS VDI,2016,Diesel,7.0,1248
Mahindra,Mahindra Scorpio S2 9 Seater,2015,Diesel,9.0,2523
Mahindra,Mahindra Scorpio LX,2013,Diesel,9.0,2179
Ford,Ford Fusion Plus 1.4 TDCi Diesel,2008,Diesel,5.0,1399
Tata,Tata Aria Pure LX 4x2,2014,Diesel,7.0,2179
Maruti,Maruti Swift VXI,2019,Petrol,5.0,1197
Hyundai,Hyundai i10 Sportz,2011,Petrol,5.0,1197
Hyundai,Hyundai Grand i10 Sportz,2016,Petrol,5.0,1197
Hyundai,Hyundai i10 Magna,2009,Petrol,5.0,1197
Hyundai,Hyundai i20 Magna,2010,Petrol,5.0,1197
Maruti,Maruti Swift Dzire ZDI,2016,Diesel,5.0,1248
Tata,Tata Nexon 1.2 Revotron XZA Plus,2020,Petrol,5.0,1198
Mahindra,Mahindra Bolero 2011-2019 ZLX,2013,Diesel,7.0,2523
Hyundai,Hyundai i10 Sportz,2014,Petrol,5.0,1197
Maruti,Maruti Alto 800 LX,2014,Petrol,5.0,796
Maruti,Maruti Wagon R LXI Minor,2010,Petrol,5.0,1061
Hyundai,Hyundai Santro Xing XS eRLX Euro III,2005,Petrol,,nan
Maruti,Maruti Wagon R LXI Minor,2009,Petrol,5.0,1061
Tata,Tata Safari Storme VX Varicor 400,2019,Diesel,7.0,2179
Maruti,Maruti Ertiga VDI,2015,Diesel,7.0,1248
Tata,Tata Nano Lx BSIV,2010,Petrol,4.0,624
Maruti,Maruti Omni E 8 Str STD,2016,Petrol,8.0,796
Maruti,Maruti Omni E 8 Str STD,2016,Petrol,8.0,796
